Peleador_A,Peleador_B,DATE,WINNER,METHOD,TIME,KD_A,KD_B,SIG_STR_A,SIG_STR_B,TOTAL_STR_A,TOTAL_STR_B,TD_A,TD_B,TD_PORC_A,TD_PORC_B,SUB_ATT_A,SUB_ATT_B,REV_A,REV_B,CTRL_A,CTRL_B,STR_HEAD_A,STR_HEAD_B,STR_BODY_A,STR_BODY_B,STR_LEG_A,STR_LEG_B,STR_DISTANCE_A,STR_DISTANCE_B,STR_CLINCH_A,STR_CLINCH_B,STR_GROUND_A,STR_GROUND_B
Yan Xiaonan,Tabatha Ricci,"December 07, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,48%,14%,89 of 172,17 of 106,0 of 0,1 of 3,---,33%,0,0,0,0,0:00,0:16,45 of 118,8 of 85,25 of 34,1 of 4,8 of 9,6 of 14,77 of 159,15 of 101,1 of 2,0 of 2,0 of 0,0 of 0
Song Kenan,Muslim Salikhov,"December 07, 2024",1,KO/TKO,TIME: 3:49,0,1,42%,71%,11 of 23,20 of 28,0 of 1,0 of 1,0%,0%,0,0,0,0,0:19,0:02,4 of 15,7 of 14,1 of 2,3 of 4,4 of 4,10 of 10,8 of 20,19 of 27,1 of 1,0 of 0,0 of 0,1 of 1
Wang Cong,Gabriella Fernandes,"December 07, 2024",1,Submission,TIME: 3:49,0,1,41%,30%,48 of 113,19 of 61,0 of 1,0 of 2,0%,0%,0,1,0,0,0:00,0:28,15 of 66,13 of 50,21 of 32,2 of 3,10 of 13,3 of 6,46 of 111,18 of 58,0 of 0,0 of 0,0 of 0,0 of 1
Volkan Oezdemir,Carlos Ulberg,"December 07, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,52%,48%,96 of 183,98 of 204,0 of 2,0 of 0,0%,---,0,0,0,0,0:03,0:00,51 of 131,81 of 182,17 of 24,9 of 13,28 of 28,8 of 9,95 of 182,98 of 204,1 of 1,0 of 0,0 of 0,0 of 0
Zhang Mingyang,Ozzy Diaz,"December 07, 2024",1,KO/TKO,TIME: 2:25,1,0,50%,75%,19 of 38,9 of 12,0 of 0,0 of 0,---,---,0,0,0,0,0:05,0:00,9 of 24,4 of 7,2 of 4,5 of 5,6 of 6,0 of 0,15 of 26,9 of 12,0 of 0,0 of 0,2 of 8,0 of 0
Baergeng Jieleyisi,SuYoung You,"December 07, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,12%,48%,48 of 114,85 of 131,1 of 1,2 of 5,100%,40%,0,0,0,0,0:17,4:46,4 of 63,28 of 71,4 of 8,4 of 6,1 of 1,10 of 10,9 of 72,36 of 77,0 of 0,3 of 4,0 of 0,3 of 6
Kiru Sahota,DongHun Choi,"December 07, 2024",1,KO/TKO,TIME: 2:36,0,1,8%,63%,5 of 26,12 of 19,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,0 of 17,6 of 12,0 of 2,2 of 3,2 of 4,4 of 4,2 of 23,12 of 17,0 of 0,0 of 1,0 of 0,0 of 1
Shi Ming,Feng Xiaocan,"December 07, 2024",1,KO/TKO,TIME: 0:46,1,0,27%,47%,33 of 112,58 of 114,1 of 2,0 of 0,50%,---,0,0,0,1,0:53,1:05,13 of 76,29 of 77,11 of 24,2 of 7,6 of 8,17 of 18,28 of 101,47 of 100,0 of 4,0 of 1,2 of 3,1 of 1
Nyamjargal Tumendemberel,Carlos Hernandez,"December 07, 2024",1,Decision - Split,TIME: 5:00,1,0,27%,41%,28 of 95,46 of 110,0 of 3,4 of 14,0%,28%,1,0,1,0,0:15,4:45,18 of 82,26 of 85,5 of 7,8 of 9,3 of 4,10 of 11,24 of 84,40 of 94,1 of 4,3 of 9,1 of 5,1 of 2
Lone'er Kavanagh,Jose Ochoa,"December 07, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,40%,31%,51 of 126,59 of 168,0 of 2,0 of 1,0%,0%,0,1,0,0,0:00,0:36,24 of 74,13 of 78,12 of 28,13 of 40,15 of 24,24 of 40,50 of 124,49 of 156,1 of 2,1 of 2,0 of 0,0 of 0
Xiao Long,Quang Le,"December 07, 2024",1,KO/TKO,TIME: 1:28,1,0,45%,41%,92 of 198,68 of 160,0 of 3,1 of 2,0%,50%,0,0,0,0,0:26,0:07,66 of 158,39 of 126,8 of 16,23 of 27,13 of 18,2 of 2,80 of 178,59 of 148,5 of 11,5 of 7,2 of 3,0 of 0
Maheshate,Nikolas Motta,"December 07, 2024",1,Decision - Unanimous,TIME: 5:00,0,2,33%,46%,60 of 173,87 of 183,0 of 0,0 of 0,---,---,0,0,0,0,0:00,1:32,29 of 133,61 of 144,9 of 13,7 of 11,18 of 23,10 of 11,53 of 160,67 of 147,3 of 9,2 of 7,0 of 0,9 of 12
Jon Jones,Stipe Miocic,"November 23, 2024",1,KO/TKO,TIME: 4:29,1,0,80%,41%,104 of 128,42 of 94,1 of 1,0 of 0,100%,---,0,0,0,0,3:51,0:00,70 of 91,24 of 75,16 of 18,7 of 8,10 of 10,6 of 6,54 of 70,32 of 83,2 of 3,4 of 5,40 of 46,1 of 1
Charles Oliveira,Michael Chandler,"November 23, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,72%,74%,117 of 153,150 of 181,5 of 12,0 of 1,41%,0%,2,0,0,0,14:52,1:59,56 of 82,59 of 85,18 of 25,16 of 18,14 of 15,9 of 10,67 of 98,60 of 89,3 of 5,0 of 0,18 of 19,24 of 24
Bo Nickal,Paul Craig,"November 23, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,63%,36%,54 of 85,48 of 130,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,24 of 50,21 of 93,13 of 16,14 of 23,17 of 19,12 of 13,54 of 85,47 of 129,0 of 0,0 of 0,0 of 0,0 of 0
Viviane Araujo,Karine Silva,"November 23, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,56%,43%,105 of 152,76 of 155,3 of 3,1 of 7,100%,14%,1,1,0,0,2:25,3:30,34 of 70,26 of 83,4 of 5,10 of 19,10 of 10,22 of 30,41 of 76,45 of 117,1 of 1,11 of 13,6 of 8,2 of 2
Mauricio Ruffy,James Llontop,"November 23, 2024",1,Decision - Unanimous,TIME: 5:00,1,0,59%,38%,74 of 120,112 of 260,0 of 0,0 of 6,---,0%,0,0,0,0,0:16,1:20,53 of 97,29 of 143,6 of 8,39 of 62,8 of 8,22 of 31,57 of 101,75 of 215,3 of 3,15 of 21,7 of 9,0 of 0
Jonathan Martinez,Marcus McGhee,"November 23, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,44%,45%,49 of 109,105 of 226,0 of 0,0 of 0,---,---,0,0,0,0,0:57,0:00,24 of 76,60 of 167,3 of 8,18 of 27,21 of 24,24 of 29,46 of 105,100 of 220,2 of 3,2 of 3,0 of 0,0 of 0
Jim Miller,Damon Jackson,"November 23, 2024",1,Submission,TIME: 2:44,0,0,41%,51%,11 of 25,16 of 31,0 of 0,0 of 3,---,0%,1,0,0,0,0:00,0:27,5 of 19,8 of 17,2 of 2,6 of 12,3 of 3,2 of 2,9 of 23,16 of 31,1 of 1,0 of 0,0 of 0,0 of 0
David Onama,Roberto Romero,"November 23, 2024",1,Decision - Unanimous,TIME: 5:00,1,1,56%,47%,145 of 242,79 of 165,1 of 3,0 of 0,33%,---,1,0,0,0,4:23,1:14,91 of 171,30 of 97,18 of 28,14 of 21,12 of 14,30 of 37,85 of 153,68 of 144,8 of 11,5 of 8,28 of 49,1 of 3
Marcin Tybura,Jhonata Diniz,"November 23, 2024",1,TKO - Doctor's Stoppage,TIME: 5:00,0,0,71%,51%,153 of 187,27 of 44,1 of 3,0 of 0,33%,---,0,0,1,0,7:14,0:36,33 of 46,13 of 27,1 of 2,1 of 1,1 of 1,1 of 1,9 of 19,8 of 18,0 of 0,1 of 1,26 of 30,6 of 10
Mickey Gall,Ramiz Brahimaj,"November 23, 2024",1,KO/TKO,TIME: 2:55,0,1,68%,55%,30 of 43,31 of 56,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:03,25 of 38,27 of 50,3 of 3,1 of 3,0 of 0,3 of 3,26 of 39,22 of 43,2 of 2,6 of 9,0 of 0,3 of 4
Bassil Hafez,Oban Elliott,"November 23, 2024",1,KO/TKO,TIME: 0:40,0,1,34%,55%,24 of 70,66 of 118,0 of 0,0 of 0,---,---,0,0,0,0,0:06,0:05,16 of 55,22 of 60,2 of 9,16 of 24,6 of 6,27 of 33,23 of 69,55 of 107,1 of 1,2 of 2,0 of 0,8 of 8
Veronica Hardy,Eduarda Moura,"November 23, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,44%,34%,61 of 119,41 of 96,0 of 0,3 of 4,---,75%,0,0,0,0,0:00,4:13,16 of 61,22 of 71,16 of 26,4 of 5,14 of 16,0 of 0,39 of 94,19 of 68,0 of 1,2 of 2,7 of 8,5 of 6
Neil Magny,Carlos Prates,"November 16, 2024",1,KO/TKO,TIME: 4:50,0,2,50%,57%,23 of 33,13 of 22,0 of 7,1 of 1,0%,100%,0,0,0,0,1:31,1:09,7 of 17,9 of 17,2 of 2,1 of 1,1 of 1,2 of 3,9 of 19,10 of 19,1 of 1,0 of 0,0 of 0,2 of 2
Gerald Meerschaert,Reinier de Ridder,"November 16, 2024",1,Submission,TIME: 1:44,0,1,55%,57%,44 of 72,82 of 114,0 of 2,5 of 13,0%,38%,0,1,1,0,2:53,3:29,27 of 49,19 of 42,3 of 5,10 of 13,0 of 0,9 of 11,22 of 44,34 of 61,2 of 3,3 of 4,6 of 7,1 of 1
Gaston Bolanos,Cortavious Romious,"November 16, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,70%,37%,80 of 104,30 of 61,2 of 2,4 of 6,100%,66%,0,0,1,0,4:29,6:13,22 of 42,12 of 37,19 of 21,3 of 5,12 of 12,2 of 3,29 of 44,14 of 41,9 of 10,0 of 0,15 of 21,3 of 4
Luana Pinheiro,Gillian Robertson,"November 16, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,40%,48%,63 of 128,78 of 145,0 of 0,5 of 17,---,29%,0,0,1,1,0:17,8:13,23 of 84,33 of 72,16 of 18,5 of 18,3 of 3,14 of 18,41 of 102,28 of 76,1 of 3,4 of 4,0 of 0,20 of 28
Mansur Abdul-Malik,Dusko Todorovic,"November 16, 2024",1,KO/TKO,TIME: 2:44,1,0,56%,60%,31 of 54,3 of 5,0 of 0,0 of 0,---,---,0,0,0,0,1:27,0:03,27 of 49,2 of 4,2 of 2,0 of 0,0 of 0,1 of 1,5 of 12,3 of 5,2 of 2,0 of 0,22 of 37,0 of 0
Karolina Kowalkiewicz,Denise Gomes,"November 16, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,46%,50%,61 of 115,91 of 166,0 of 1,0 of 3,0%,0%,0,1,0,0,1:02,5:47,16 of 57,30 of 85,19 of 24,33 of 44,11 of 17,10 of 15,39 of 89,53 of 115,7 of 9,20 of 28,0 of 0,0 of 1
Elizeu Zaleski dos Santos,Zachary Scroggin,"November 16, 2024",1,KO/TKO,TIME: 1:15,0,0,31%,37%,11 of 43,3 of 8,0 of 0,0 of 0,---,---,0,0,0,0,0:20,0:00,7 of 31,1 of 5,0 of 0,0 of 0,4 of 4,2 of 3,5 of 6,3 of 8,0 of 0,0 of 0,6 of 29,0 of 0
Matthew Semelsberger,Charles Radtke,"November 16, 2024",1,KO/TKO,TIME: 0:51,0,0,25%,58%,2 of 8,7 of 12,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,1 of 7,6 of 11,1 of 1,0 of 0,0 of 0,1 of 1,2 of 8,7 of 12,0 of 0,0 of 0,0 of 0,0 of 0
Cody Stamann,Da'Mon Blackshear,"November 16, 2024",1,Submission,TIME: 4:19,0,0,39%,45%,13 of 33,21 of 46,0 of 1,0 of 0,0%,---,0,3,0,0,0:00,1:19,5 of 21,15 of 36,5 of 9,3 of 4,3 of 3,2 of 4,13 of 33,19 of 43,0 of 0,0 of 0,0 of 0,1 of 1
Tresean Gore,Antonio Trocoli,"November 16, 2024",1,Submission,TIME: 1:23,0,0,100%,40%,5 of 5,2 of 5,1 of 1,0 of 1,100%,0%,1,0,0,0,0:45,0:13,0 of 0,0 of 2,2 of 2,1 of 2,1 of 1,1 of 1,1 of 1,2 of 4,2 of 2,0 of 1,0 of 0,0 of 0
Melissa Mullins,Klaudia Sygula,"November 16, 2024",1,KO/TKO,TIME: 1:20,0,0,63%,37%,54 of 85,22 of 42,2 of 3,0 of 3,66%,0%,0,0,0,0,2:46,1:04,36 of 58,5 of 23,1 of 1,1 of 2,1 of 1,6 of 7,9 of 20,12 of 32,0 of 0,0 of 0,29 of 40,0 of 0
Brandon Moreno,Amir Albazi,"November 09, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,41%,26%,132 of 317,63 of 236,0 of 1,1 of 4,0%,25%,0,0,0,0,0:00,0:09,113 of 284,50 of 207,12 of 22,6 of 14,7 of 11,7 of 14,128 of 309,63 of 234,4 of 8,0 of 1,0 of 0,0 of 0
Erin Blanchfield,Rose Namajunas,"November 09, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,39%,38%,193 of 387,101 of 254,2 of 8,1 of 4,25%,25%,0,0,0,0,8:54,0:15,81 of 248,68 of 212,15 of 16,18 of 24,14 of 17,8 of 9,103 of 269,91 of 241,2 of 6,3 of 4,5 of 6,0 of 0
Caio Machado,Brendson Ribeiro,"November 09, 2024",1,Decision - Split,TIME: 5:00,0,0,41%,37%,79 of 187,49 of 131,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,24 of 114,25 of 93,33 of 47,16 of 25,19 of 23,8 of 13,76 of 184,49 of 130,0 of 0,0 of 1,0 of 0,0 of 0
Ariane da Silva,Jasmine Jasudavicius,"November 09, 2024",1,Submission,TIME: 2:28,0,0,45%,42%,43 of 93,130 of 218,0 of 0,3 of 5,---,60%,0,1,0,0,0:00,5:44,26 of 65,29 of 76,15 of 23,5 of 6,1 of 4,2 of 2,41 of 88,24 of 70,1 of 4,1 of 1,0 of 0,11 of 13
Marc-Andre Barriault,Dustin Stoltzfus,"November 09, 2024",1,KO/TKO,TIME: 4:28,0,1,63%,65%,13 of 17,23 of 32,0 of 0,0 of 0,---,---,0,1,0,0,0:01,3:54,6 of 10,11 of 17,1 of 1,1 of 2,0 of 0,1 of 1,0 of 2,2 of 5,7 of 9,7 of 10,0 of 0,4 of 5
Mike Malott,Trevin Giles,"November 09, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,45%,43%,59 of 130,34 of 78,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:00,22 of 82,23 of 64,19 of 28,3 of 5,18 of 20,8 of 9,59 of 129,34 of 77,0 of 1,0 of 1,0 of 0,0 of 0
Aiemann Zahabi,Pedro Munhoz,"November 09, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,52%,29%,110 of 208,95 of 327,0 of 1,0 of 6,0%,0%,0,0,0,0,0:00,0:02,98 of 188,82 of 304,11 of 17,7 of 14,0 of 1,6 of 9,109 of 204,94 of 324,0 of 2,1 of 3,0 of 0,0 of 0
Charles Jourdain,Victor Henry,"November 09, 2024",1,Submission,TIME: 3:43,0,0,53%,44%,50 of 87,39 of 75,0 of 2,4 of 6,0%,66%,1,0,0,0,0:17,3:49,19 of 49,8 of 30,14 of 18,11 of 17,6 of 6,5 of 7,31 of 62,22 of 51,8 of 11,1 of 2,0 of 0,1 of 1
Jack Shore,Youssef Zalal,"November 09, 2024",1,Submission,TIME: 0:59,0,1,44%,48%,10 of 21,21 of 37,2 of 4,1 of 2,50%,50%,0,1,0,0,1:49,2:07,8 of 16,9 of 22,0 of 0,1 of 2,0 of 2,3 of 3,7 of 17,11 of 23,0 of 0,0 of 2,1 of 1,2 of 2
Alexandr Romanov,Rodrigo Nascimento,"November 09, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,48%,34%,87 of 135,48 of 108,6 of 10,0 of 0,60%,---,1,0,0,0,7:33,0:00,37 of 82,19 of 77,3 of 5,7 of 9,5 of 5,5 of 5,39 of 79,30 of 90,4 of 8,1 of 1,2 of 5,0 of 0
Serhiy Sidey,Garrett Armfield,"November 09, 2024",1,Decision - Split,TIME: 5:00,0,0,47%,50%,75 of 151,77 of 148,0 of 4,4 of 5,0%,80%,3,1,1,0,0:47,4:53,40 of 106,57 of 127,22 of 31,9 of 10,6 of 7,5 of 5,60 of 131,65 of 133,7 of 12,4 of 7,1 of 1,2 of 2
Chad Anheliger,Cody Gibson,"November 09, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,57%,47%,59 of 77,59 of 93,0 of 0,5 of 6,---,83%,0,2,0,0,0:00,12:25,8 of 16,15 of 28,0 of 0,0 of 2,3 of 3,1 of 4,11 of 19,6 of 22,0 of 0,0 of 0,0 of 0,10 of 12
Jamey-Lyn Horth,Ivana Petrovic,"November 09, 2024",1,Decision - Split,TIME: 5:00,0,0,41%,33%,50 of 94,67 of 128,2 of 4,2 of 6,50%,33%,0,0,0,2,2:30,7:45,17 of 52,17 of 64,11 of 17,6 of 9,1 of 1,2 of 2,21 of 58,25 of 75,8 of 12,0 of 0,0 of 0,0 of 0
Ilia Topuria,Max Holloway,"November 02, 2024",1,KO/TKO,TIME: 1:34,1,0,52%,38%,78 of 147,84 of 209,2 of 2,0 of 0,100%,---,0,0,0,0,0:45,0:00,49 of 114,47 of 151,11 of 14,13 of 30,15 of 16,19 of 23,71 of 140,79 of 204,0 of 0,0 of 0,4 of 4,0 of 0
Robert Whittaker,Khamzat Chimaev,"November 02, 2024",1,Submission,TIME: 3:34,0,0,100%,75%,2 of 2,25 of 31,0 of 0,2 of 4,---,50%,0,1,0,0,0:00,3:20,0 of 0,2 of 3,0 of 0,1 of 1,2 of 2,0 of 0,2 of 2,0 of 1,0 of 0,0 of 0,0 of 0,3 of 3
Magomed Ankalaev,Aleksandar Rakic,"November 02, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,48%,45%,75 of 142,59 of 123,0 of 0,0 of 1,---,0%,0,0,0,0,1:31,1:00,20 of 72,10 of 65,22 of 29,9 of 12,13 of 13,34 of 40,50 of 105,50 of 111,5 of 9,3 of 6,0 of 0,0 of 0
Lerone Murphy,Dan Ige,"November 02, 2024",1,Decision - Unanimous,TIME: 5:00,0,1,52%,43%,78 of 133,52 of 116,3 of 5,1 of 3,60%,33%,0,0,0,2,2:17,4:47,36 of 77,35 of 92,12 of 17,5 of 8,4 of 6,6 of 6,37 of 80,32 of 79,12 of 16,6 of 16,3 of 4,8 of 11
Shara Magomedov,Armen Petrosyan,"November 02, 2024",1,KO/TKO,TIME: 4:52,1,0,61%,55%,67 of 108,77 of 141,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:21,24 of 53,22 of 66,29 of 34,10 of 14,12 of 19,45 of 60,63 of 104,75 of 138,2 of 2,2 of 2,0 of 0,0 of 0
Ibo Aslan,Rafael Cerqueira,"November 02, 2024",1,KO/TKO,TIME: 0:51,0,0,77%,100%,28 of 36,1 of 1,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,26 of 33,0 of 0,2 of 2,0 of 0,0 of 1,1 of 1,28 of 36,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0
Geoff Neal,Rafael Dos Anjos,"November 02, 2024",1,KO/TKO,TIME: 1:30,1,0,60%,30%,21 of 34,4 of 13,1 of 1,0 of 0,100%,---,0,0,0,0,0:27,0:00,12 of 24,2 of 10,3 of 3,1 of 1,3 of 3,1 of 2,13 of 24,4 of 13,0 of 0,0 of 0,5 of 6,0 of 0
Mateusz Rebecki,Myktybek Orolbai,"November 02, 2024",1,Decision - Split,TIME: 5:00,1,0,48%,45%,93 of 174,85 of 162,3 of 4,2 of 5,75%,40%,0,0,0,1,2:24,2:05,52 of 123,46 of 114,10 of 11,6 of 11,9 of 12,9 of 10,54 of 126,60 of 133,5 of 6,0 of 1,12 of 14,1 of 1
Abus Magomedov,Brunno Ferreira,"November 02, 2024",1,Submission,TIME: 3:14,0,0,44%,40%,45 of 81,36 of 83,4 of 8,0 of 0,50%,---,1,1,0,1,3:36,0:13,10 of 40,20 of 59,8 of 11,9 of 12,8 of 8,0 of 0,26 of 57,26 of 65,0 of 0,1 of 2,0 of 2,2 of 4
Kennedy Nzechukwu,Chris Barnett,"November 02, 2024",1,KO/TKO,TIME: 4:27,0,0,68%,35%,51 of 74,12 of 34,0 of 0,0 of 1,---,0%,0,0,0,0,0:00,0:00,28 of 50,3 of 22,22 of 23,2 of 3,1 of 1,7 of 9,50 of 73,12 of 34,0 of 0,0 of 0,1 of 1,0 of 0
Farid Basharat,Victor Hugo,"November 02, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,47%,36%,89 of 168,48 of 128,4 of 7,1 of 4,57%,25%,0,1,0,0,4:37,0:18,39 of 98,23 of 82,8 of 13,14 of 28,13 of 15,8 of 15,54 of 116,43 of 122,2 of 3,2 of 3,4 of 7,0 of 0
Ismail Naurdiev,Bruno Silva,"November 02, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,56%,37%,107 of 166,38 of 100,3 of 13,0 of 3,23%,0%,0,0,0,0,5:51,0:00,42 of 87,28 of 83,15 of 20,4 of 6,9 of 9,4 of 8,51 of 96,30 of 85,11 of 16,6 of 12,4 of 4,0 of 0
Rinat Fakhretdinov,Carlos Leal,"November 02, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,49%,43%,119 of 236,146 of 292,2 of 19,1 of 4,10%,25%,0,0,0,0,3:14,0:13,82 of 184,72 of 207,15 of 26,16 of 20,12 of 12,19 of 19,96 of 197,94 of 231,13 of 25,13 of 15,0 of 0,0 of 0
Anthony Hernandez,Michel Pereira,"October 26, 2024",1,KO/TKO,TIME: 2:22,0,0,71%,45%,219 of 293,29 of 62,10 of 29,0 of 1,34%,0%,0,1,0,1,15:42,0:56,125 of 182,8 of 27,22 of 24,16 of 26,5 of 6,0 of 0,43 of 81,20 of 45,12 of 14,4 of 8,97 of 117,0 of 0
Rob Font,Kyler Phillips,"October 26, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,44%,30%,65 of 144,50 of 143,0 of 1,4 of 5,0%,80%,0,0,0,0,1:19,4:42,50 of 122,19 of 98,11 of 15,9 of 14,0 of 0,10 of 13,56 of 131,32 of 112,5 of 6,1 of 6,0 of 0,5 of 7
Charles Johnson,Sumudaerji,"October 26, 2024",1,Decision - Unanimous,TIME: 5:00,1,0,43%,52%,84 of 177,78 of 149,2 of 6,0 of 3,33%,0%,0,2,0,1,2:58,0:50,42 of 113,41 of 96,15 of 22,7 of 15,8 of 15,27 of 33,49 of 123,68 of 135,5 of 10,7 of 9,11 of 17,0 of 0
Jake Hadley,Cameron Smotherman,"October 26, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,36%,37%,70 of 176,97 of 260,1 of 2,0 of 0,50%,---,0,0,0,0,1:53,0:00,28 of 124,43 of 181,17 of 24,48 of 72,15 of 17,5 of 6,59 of 163,96 of 259,1 of 2,0 of 0,0 of 0,0 of 0
Darren Elkins,Daniel Pineda,"October 26, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,44%,58%,102 of 170,61 of 85,3 of 12,0 of 0,25%,---,0,2,1,1,6:33,3:02,30 of 78,21 of 38,9 of 10,7 of 10,0 of 0,3 of 5,28 of 70,17 of 37,3 of 7,1 of 1,8 of 11,13 of 15
Matheus Nicolau,Asu Almabayev,"October 26, 2024",1,Decision - Unanimous,TIME: 5:00,0,1,38%,40%,38 of 68,55 of 112,0 of 1,1 of 6,0%,16%,1,0,0,0,0:00,5:17,8 of 26,7 of 36,5 of 9,8 of 9,3 of 7,7 of 9,12 of 37,17 of 46,0 of 0,1 of 3,4 of 5,4 of 5
Brad Katona,Jean Matsumoto,"October 26, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,63%,44%,117 of 171,109 of 223,3 of 8,1 of 7,37%,14%,0,0,0,0,3:35,2:04,68 of 118,62 of 164,12 of 13,6 of 10,9 of 10,21 of 27,73 of 124,85 of 196,15 of 15,4 of 5,1 of 2,0 of 0
Joselyne Edwards,Tamires Vidal,"October 26, 2024",1,Submission,TIME: 4:33,0,0,60%,49%,151 of 212,53 of 91,4 of 7,0 of 1,57%,0%,2,0,0,0,4:30,2:35,48 of 94,15 of 44,20 of 26,9 of 14,13 of 14,10 of 11,61 of 108,25 of 57,9 of 11,9 of 12,11 of 15,0 of 0
Jessica Penne,Elise Reed,"October 26, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,43%,62%,98 of 174,229 of 306,1 of 13,0 of 0,7%,---,0,0,0,0,3:16,0:30,26 of 89,84 of 145,18 of 25,18 of 19,10 of 11,15 of 24,44 of 112,110 of 181,10 of 13,7 of 7,0 of 0,0 of 0
Melissa Martinez,Alice Ardelean,"October 26, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,49%,41%,78 of 151,103 of 240,0 of 0,0 of 1,---,0%,0,0,0,0,0:00,0:41,33 of 90,59 of 179,18 of 29,15 of 21,21 of 26,18 of 24,72 of 145,91 of 222,0 of 0,1 of 2,0 of 0,0 of 0
Austen Lane,Robelis Despaigne,"October 26, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,60%,67%,78 of 110,48 of 68,3 of 8,0 of 0,37%,---,0,0,0,0,8:58,0:00,7 of 20,23 of 38,6 of 7,2 of 2,10 of 11,6 of 6,17 of 28,21 of 36,0 of 0,10 of 10,6 of 10,0 of 0
Brandon Royval,Tatsuro Taira,"October 19, 2024",1,Decision - Split,TIME: 5:00,0,0,53%,42%,172 of 287,80 of 143,3 of 3,6 of 15,100%,40%,3,1,2,0,2:23,12:13,114 of 216,34 of 91,10 of 16,5 of 5,0 of 0,3 of 3,97 of 203,38 of 93,11 of 12,0 of 1,16 of 17,4 of 5
Brad Tavares,JunYong Park,"October 19, 2024",1,Decision - Split,TIME: 5:00,0,0,43%,55%,73 of 159,124 of 210,0 of 0,2 of 6,---,33%,0,0,0,0,0:42,6:32,55 of 136,76 of 151,2 of 3,4 of 6,8 of 10,19 of 20,62 of 143,91 of 167,0 of 1,3 of 5,3 of 5,5 of 5
Chidi Njokuani,Jared Gooden,"October 19, 2024",1,Decision - Unanimous,TIME: 5:00,0,0,70%,40%,162 of 207,81 of 121,0 of 0,2 of 8,---,25%,0,1,0,0,9:16,2:29,49 of 81,13 of 37,47 of 57,5 of 10,9 of 10,2 of 3,28 of 48,14 of 42,56 of 65,5 of 6,21 of 35,1 of 2
Grant Dawson,Rafa Garcia,"October 19, 2024",1,KO/TKO,TIME: 1:42,0,0,48%,41%,80 of 144,29 of 38,2 of 4,0 of 0,50%,---,0,0,0,0,5:09,0:00,38 of 76,4 of 8,4 of 12,1 of 4,2 of 2,0 of 0,5 of 24,4 of 11,0 of 0,1 of 1,39 of 66,0 of 0
Daniel Rodriguez,Alex Morono,"October 19, 2024",1,Decision - Split,TIME: 5:00,0,0,47%,28%,126 of 260,91 of 276,1 of 1,0 of 1,100%,0%,0,0,0,0,0:56,0:00,44 of 153,58 of 228,56 of 80,9 of 21,23 of 24,7 of 8,117 of 251,74 of 256,6 of 6,0 of 1,0 of 0,0 of 0
CJ Vergara,Ramazan Temirov,"October 19, 2024",1,KO/TKO,TIME: 2:50,0,3,25%,41%,4 of 16,23 of 55,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:05,1 of 12,18 of 46,1 of 1,4 of 8,2 of 3,1 of 1,4 of 16,20 of 50,0 of 0,0 of 0,0 of 0,3 of 5
Jonathan Pearce,Pat Sabatini,"October 19, 2024",1,Submission,TIME: 4:06,0,0,100%,60%,32 of 32,19 of 25,0 of 0,2 of 3,---,66%,0,1,0,0,0:00,3:56,0 of 0,2 of 4,1 of 1,1 of 1,1 of 1,0 of 0,2 of 2,1 of 2,0 of 0,1 of 1,0 of 0,1 of 2
