,Peleador_A,Peleador_B,DATE,CATEGORY,WINNER,METHOD,TIME,ROUND,KD_A,KD_B,SIG_STR_A,SIG_STR_B,TD_PORC_A,TD_PORC_B,SUB_ATT_A,SUB_ATT_B,REV_A,REV_B,CTRL_A,CTRL_B,TOTAL_STR_A_x,TOTAL_STR_A_y,TOTAL_STR_B_x,TOTAL_STR_B_y,TD_A_x,TD_A_y,TD_B_x,TD_B_y,STR_HEAD_A_x,STR_HEAD_A_y,STR_HEAD_B_x,STR_HEAD_B_y,STR_BODY_A_x,STR_BODY_A_y,STR_BODY_B_x,STR_BODY_B_y,STR_LEG_A_x,STR_LEG_A_y,STR_LEG_B_x,STR_LEG_B_y,STR_DISTANCE_A_x,STR_DISTANCE_A_y,STR_DISTANCE_B_x,STR_DISTANCE_B_y,STR_CLINCH_A_x,STR_CLINCH_A_y,STR_CLINCH_B_x,STR_CLINCH_B_y,STR_GROUND_A_x,STR_GROUND_A_y,STR_GROUND_B_x,STR_GROUND_B_y,KD_DIFF,SIG_STR_DIFF,TD_DIFF,SUB_ATT_DIFF,REV_DIFF,CTRL_DIFF,STRIKER_A,STRIKER_B,GRAPPLER_A,GRAPPLER_B,TITLE_FIGHT,WOMEN,Loss_A,Win_A,Draw_A,Loss_B,Win_B,Draw_B,Peleas_A,Peleas_B,Puntos_A,Puntos_B,Racha_A,Racha_B,Victorias_KO_A,Victorias_KO_B,Victorias_Sub_A,Victorias_Sub_B,Victorias_Decision_A,Victorias_Decision_B,Derrotas_KO_A,Derrotas_KO_B,Derrotas_Sub_A,Derrotas_Sub_B,Derrotas_Decision_A,Derrotas_Decision_B
38,Kenichi Yamamoto,Katsuhisa Fujii,1999-11-19,HEAVYWEIGHT,False,Submission,255,2,0,0,0.25,0.42,0.0,0.66,1,0,0,0,0,528,1,4,93,135,0,0,2,3,0,3,25,61,1,1,1,1,0,0,1,1,0,3,1,1,1,1,1,1,0,0,25,61,0,-0.16999999999999998,-0.5,1,0,-528,4.0,33.75,0.0,0.022058823529411766,True,False,4.0,16.0,2.0,,,,1,1,0.06624815169091641,0.0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
37,Kevin Randleman,Pete Williams,1999-11-19,HEAVYWEIGHT,False,Decision - Unanimous,300,5,0,1,0.23,0.38,0.54,0.0,2,1,0,0,1060,70,52,93,55,74,6,11,0,0,10,42,5,16,0,0,2,3,0,1,1,2,0,3,3,10,1,4,2,5,9,36,3,6,-1,-0.15,0.5,1,0,990,7.75,74.0,0.11702127659574468,0.0,True,False,7.0,3.0,0.0,8.0,1.0,0.0,2,2,0.001699122380285991,0.11973909948763109,0,2,0,0,0,2,2,0,0,0,0,0,1,1
39,Pedro Rizzo,Tsuyoshi Kohsaka,1999-11-19,HEAVYWEIGHT,False,KO/TKO,77,3,1,0,0.29,0.42,0.0,0.0,0,0,0,0,8,0,14,47,14,33,0,0,0,3,8,40,0,9,0,0,4,5,6,7,10,19,13,45,13,32,0,1,1,1,1,1,0,0,1,-0.13,0.0,0,0,8,47.0,8.25,0.0,0.08823529411764706,False,False,7.0,0.0,0.0,,,,2,2,0.11222392779743486,0.020710387334851914,2,1,2,1,0,0,1,0,0,2,0,0,0,0
40,Katsuhisa Fujii,Masutatsu Yano,1999-11-19,,False,KO/TKO,192,2,1,0,0.43,0.36,0.0,0.33,0,0,0,0,3,122,22,45,27,61,0,0,1,3,10,33,15,42,4,4,1,1,4,4,2,6,14,36,3,19,4,5,0,0,0,0,15,30,1,0.07,-0.25,0,0,-119,45.0,15.25,0.0,0.04838709677419355,False,False,,,,,,,1,0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
41,Joe Slick,Jason DeLucia,1999-11-19,MIDDLEWEIGHT,False,KO/TKO,88,1,0,0,1.0,1.0,0.5,0.0,0,0,0,0,33,9,2,2,1,1,1,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0.0,0.3333333333333333,0,0,24,0.6666666666666666,1.0,0.6666666666666666,0.0,False,False,,,,,,,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
43,Eugene Jackson,Keiichiro Yamamiya,1999-11-19,MIDDLEWEIGHT,False,KO/TKO,192,3,1,0,0.2,0.24,0.0,0.0,0,0,0,0,156,51,47,131,18,62,0,1,0,0,19,101,11,55,1,2,0,0,2,2,3,3,13,91,13,57,9,14,1,1,0,0,0,0,1,-0.03999999999999998,0.0,0,0,105,65.5,62.0,0.007575757575757576,0.0,False,False,,1.0,0.0,,,,1,0,0.020710387334851914,0.0,1,0,2,0,0,0,0,0,0,1,0,0,0,0
42,Kenichi Yamamoto,Daiju Takase,1999-11-19,,False,Decision - Unanimous,300,3,0,0,0.76,0.55,0.0,0.0,0,0,0,0,856,0,36,45,12,17,0,0,0,0,6,12,5,7,14,14,0,1,0,0,0,1,2,4,0,3,0,0,0,1,18,22,5,5,0,0.20999999999999996,0.0,0,0,856,45.0,17.0,0.0,0.0,False,False,3.0,16.0,2.0,12.0,13.0,2.0,1,1,0.06624815169091641,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
50,Shonie Carter,Brad Gumm,2000-03-10,LIGHTWEIGHT,False,Decision - Unanimous,300,2,0,0,0.55,0.34,0.83,0.0,0,1,1,1,408,30,55,74,43,68,5,6,0,2,11,25,9,30,4,6,2,2,7,9,1,3,10,24,11,33,3,3,1,1,9,13,0,1,0,0.21000000000000002,0.7142857142857143,-1,0,378,10.571428571428571,22.666666666666668,0.08,0.028985507246376812,False,False,63.0,11.0,7.0,,,,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
49,Tedd Williams,Steve Judson,2000-03-10,HEAVYWEIGHT,False,KO/TKO,203,1,1,0,0.47,0.51,0.0,0.0,0,0,0,0,42,18,13,23,21,36,0,0,0,1,5,13,11,24,4,6,3,3,0,0,0,0,1,5,0,5,8,14,14,22,0,0,0,0,1,-0.040000000000000036,0.0,0,0,24,23.0,18.0,0.0,0.02702702702702703,False,False,,,,,,,0,1,0.0,0.0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
48,Lance Gibson,Jermaine Andre,2000-03-10,MIDDLEWEIGHT,False,KO/TKO,215,3,1,1,0.62,0.57,0.5,0.0,1,0,0,0,657,16,102,129,39,59,2,4,0,0,15,31,13,29,10,12,5,5,8,10,9,13,2,12,9,18,20,25,15,22,11,16,3,7,0,0.050000000000000044,0.4,1,0,641,25.8,59.0,0.03076923076923077,0.0,False,False,,,,,,,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
47,Dave Menne,Fabiano Iha,2000-03-10,LIGHTWEIGHT,False,Decision - Unanimous,300,3,0,0,0.37,0.36,0.0,0.08,1,0,0,0,583,38,130,199,44,61,0,0,1,12,26,85,4,16,8,10,2,4,3,4,2,2,8,46,2,12,17,30,6,10,12,23,0,0,0,0.010000000000000009,-0.07692307692307693,1,0,545,199.0,4.6923076923076925,0.0,0.1935483870967742,False,False,33.0,2.0,1.0,9.0,0.0,0.0,0,1,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
45,Jens Pulver,David Velasquez,2000-03-10,LIGHTWEIGHT,False,KO/TKO,161,2,0,0,0.5,0.54,1.0,0.0,2,0,0,0,313,0,69,123,44,64,3,3,0,0,42,94,7,20,12,13,8,10,0,0,5,7,1,3,6,17,17,25,12,17,36,79,2,3,0,-0.040000000000000036,0.75,2,0,313,30.75,64.0,0.024193548387096774,0.0,False,False,16.0,11.0,1.0,,,,1,0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
44,Scott Adams,Ian Freeman,2000-03-10,HEAVYWEIGHT,False,Submission,189,1,0,0,0.9090909090909091,1.0,1.0,0.0,4,1,0,1,77,17,10,11,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09090909090909094,0.5,3,-1,60,5.5,3.0,0.08333333333333333,0.0,False,False,,,,10.0,4.0,1.0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
46,Bob Cook,Tiki Ghosn,2000-03-10,LIGHTWEIGHT,False,Submission,89,2,0,0,0.46,0.38,0.2,0.0,2,0,0,0,68,127,53,78,26,65,1,5,0,0,12,30,12,45,7,11,10,16,3,6,2,2,15,34,15,47,7,12,9,16,0,1,0,0,0,0.08000000000000002,0.16666666666666666,2,0,-59,13.0,65.0,0.06329113924050633,0.0,False,False,,,,8.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
53,Sanae Kikuta,Eugene Jackson,2000-04-14,MIDDLEWEIGHT,False,Submission,278,1,0,0,0.5,0.8,1.0,0.0,2,1,0,0,217,0,20,33,26,33,2,2,0,0,7,15,4,5,0,0,0,0,1,1,0,0,1,1,3,4,0,0,1,1,7,15,0,0,0,-0.30000000000000004,0.6666666666666666,1,0,217,11.0,33.0,0.058823529411764705,0.0,False,False,,,,0.0,1.0,0.0,0,2,0.0,0.14574445531583993,0,2,0,2,1,0,0,0,0,0,0,1,0,0
52,Ron Waterman,Satoshi Honma,2000-04-14,HEAVYWEIGHT,False,Decision - Unanimous,300,3,0,0,0.82,0.46,0.6,0.0,1,1,0,0,717,0,142,161,30,40,3,5,0,0,40,49,2,4,8,9,2,3,3,4,2,6,1,2,2,6,5,7,2,3,45,53,2,4,0,0.35999999999999993,0.5,0,0,717,26.833333333333332,40.0,0.030864197530864196,0.0,False,False,15.0,6.0,0.0,,,,3,0,0.013172753848263389,0.0,1,0,1,0,0,0,2,0,1,0,0,0,0,1
51,Ikuhisa Minowa,Joe Slick,2000-04-14,MIDDLEWEIGHT,False,TKO - Doctor's Stoppage,114,3,0,0,0.15,0.5,0.37,0.0,0,4,0,1,447,135,27,47,21,29,3,8,0,0,3,19,6,14,0,0,2,2,0,0,0,0,2,17,2,8,0,1,2,2,1,1,4,6,0,-0.35,0.3333333333333333,-4,-1,312,5.222222222222222,29.0,0.16666666666666666,0.0,False,False,,,,,,,0,1,0.0,0.023002830448234864,0,1,1,1,0,0,0,0,0,1,0,0,0,0
54,Murilo Bustamante,Yoji Anjo,2000-04-14,MIDDLEWEIGHT,False,Submission,31,2,0,0,0.52,0.0,1.0,0.0,1,0,0,1,290,12,23,37,1,7,4,4,0,0,10,20,0,5,1,1,0,0,0,0,0,1,0,1,0,5,2,2,0,0,9,18,0,1,0,0.52,0.8,1,-1,278,7.4,7.0,0.10526315789473684,0.0,False,False,8.0,0.0,1.0,0.0,3.0,1.0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
56,Laverne Clark,Koji Oishi,2000-04-14,LIGHTWEIGHT,False,Decision - Majority,300,3,0,0,0.28,0.25,0.0,0.27,0,0,2,0,315,305,138,174,13,17,0,0,3,11,4,34,1,3,9,11,0,0,0,0,0,1,3,33,0,2,4,6,0,0,6,6,1,2,0,0.030000000000000027,-0.25,0,2,10,174.0,1.4166666666666667,0.0,0.6111111111111112,False,False,,,,11.0,2.0,4.0,2,0,0.09414734399624135,0.0,2,0,2,0,0,0,1,0,0,0,0,0,0,1
55,Tito Ortiz,Wanderlei Silva,2000-04-14,LIGHTHEAVYWEIGHT,False,Decision - Unanimous,300,5,1,0,0.46,0.37,0.66,0.0,0,0,0,0,1153,7,131,163,170,191,4,6,0,1,18,41,6,20,2,2,0,0,0,0,4,7,2,3,6,19,0,1,4,8,18,39,0,0,1,0.09000000000000002,0.5714285714285714,0,0,1146,23.285714285714285,95.5,0.036585365853658534,0.005208333333333333,True,False,8.0,3.0,1.0,31.0,6.0,1.0,3,1,0.08240343006959218,0.0195358433722606,0,1,2,1,0,0,1,0,1,0,0,0,0,1
62,Amaury Bitetti,Alex Andrade,2000-06-09,MIDDLEWEIGHT,False,DQ,43,2,0,1,0.6,0.44,0.0,0.0,0,0,0,0,14,92,16,20,30,45,0,0,0,1,4,8,8,23,1,1,3,3,1,1,1,1,2,4,6,18,4,6,6,9,0,0,0,0,-1,0.15999999999999998,0.0,0,0,-78,20.0,22.5,0.0,0.021739130434782608,False,False,4.0,2.0,0.0,,,,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Ian Freeman,Nate Schroeder,2000-06-09,HEAVYWEIGHT,False,KO/TKO,133,2,0,0,0.61,0.5,1.0,0.16,0,0,0,1,104,210,23,34,12,23,1,1,1,6,13,21,0,2,3,5,3,3,0,0,6,13,1,7,4,11,5,7,5,5,10,12,0,2,0,0.10999999999999999,0.35714285714285715,0,-1,-106,17.0,3.2857142857142856,0.02857142857142857,0.25,False,False,10.0,5.0,1.0,,,,1,0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
63,Shonie Carter,Adrian Serrano,2000-06-09,WELTERWEIGHT,False,Decision - Unanimous,300,2,0,0,0.47,0.26,0.5,0.0,0,0,0,1,120,187,51,85,55,79,3,6,0,2,15,41,2,16,5,7,4,7,6,7,0,0,21,44,3,15,3,5,3,8,2,6,0,0,0,0.20999999999999996,0.42857142857142855,0,-1,-67,12.142857142857142,26.333333333333332,0.06976744186046512,0.025,False,False,64.0,11.0,7.0,,,,1,0,0.015149822051327774,0.0,1,0,0,0,0,0,2,0,0,0,0,0,0,1
61,Matt Hughes,Marcelo Aguiar,2000-06-09,WELTERWEIGHT,False,TKO - Doctor's Stoppage,274,1,0,0,0.58,1.0,0.66,0.0,0,0,0,0,248,0,29,42,21,21,2,3,0,0,14,27,2,2,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,18,29,2,2,0,-0.42000000000000004,0.5,0,0,248,10.5,21.0,0.06976744186046512,0.0,False,False,29.0,2.0,0.0,,,,1,0,0.013172753848263389,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
60,Jens Pulver,Joao Roque,2000-06-09,LIGHTWEIGHT,False,Decision - Unanimous,300,3,0,0,0.04,0.08,0.0,0.05,0,0,1,0,133,16,18,98,5,59,0,0,1,18,4,84,2,43,0,0,2,6,0,0,1,10,3,77,5,57,1,1,0,1,0,6,0,1,0,-0.04,-0.05263157894736842,0,1,117,98.0,3.1052631578947367,0.0,0.3,False,False,17.0,11.0,1.0,,,,2,0,0.025249703418879624,0.0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
59,Pat Miletich,John Alessio,2000-06-09,WELTERWEIGHT,False,Submission,103,2,0,0,0.5,0.5,1.0,0.0,1,2,0,0,303,0,44,53,9,10,2,2,0,0,9,17,0,1,0,1,1,1,0,0,0,0,4,12,0,1,1,1,1,1,4,5,0,0,0,0.0,0.6666666666666666,-1,0,303,17.666666666666668,10.0,0.037037037037037035,0.0,True,False,24.0,3.0,2.0,34.0,11.0,0.0,2,0,0.2749606235649803,0.0,2,0,1,0,1,0,1,0,0,0,0,1,0,0
58,Tyrone Roberts,David Dodd,2000-06-09,MIDDLEWEIGHT,False,Decision - Unanimous,300,3,0,0,0.26,0.32,1.0,0.0,0,0,0,0,287,2,105,163,27,49,1,1,0,2,11,53,5,25,3,5,5,6,2,2,0,0,12,45,3,22,4,13,5,6,0,2,2,3,0,-0.06,0.5,0,0,285,81.5,16.333333333333332,0.006097560975609756,0.04,False,False,,,,,,,0,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
57,Kevin Randleman,Pedro Rizzo,2000-06-09,HEAVYWEIGHT,False,Decision - Unanimous,300,5,0,0,0.32,0.21,0.5,0.0,2,0,0,0,214,0,33,70,16,63,2,4,0,0,17,52,3,46,0,0,0,0,0,0,9,11,11,39,12,55,2,4,0,1,4,9,0,1,0,0.11000000000000001,0.4,2,0,214,14.0,63.0,0.056338028169014086,0.0,True,False,8.0,3.0,0.0,8.0,0.0,0.0,3,3,0.19777012237931435,0.2534321940421285,1,3,0,2,0,0,3,1,0,0,0,0,1,1
65,Brad Gumm,CJ Fernandes,2000-09-22,WELTERWEIGHT,True,Decision - Unanimous,300,2,0,0,0.54,0.5,0.0,1.0,0,0,1,0,23,509,88,106,63,94,0,2,1,1,13,23,9,33,5,9,15,16,0,1,4,6,1,8,2,5,13,21,21,31,4,4,5,19,0,0.040000000000000036,-0.5,0,1,-486,35.333333333333336,47.0,0.018691588785046728,0.010526315789473684,False,False,,,,,,,1,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
68,Maurice Smith,Bobby Hoffman,2000-09-22,HEAVYWEIGHT,False,Decision - Split,300,3,0,0,0.78,0.22,0.0,1.0,0,0,0,0,326,492,86,98,24,68,0,0,4,4,19,30,8,41,21,21,2,3,3,4,0,0,3,4,0,13,40,51,4,12,0,0,6,19,0,0.56,-0.8,0,0,-166,98.0,13.6,0.0,0.057971014492753624,False,False,13.0,16.0,0.0,26.0,1.0,0.0,2,0,0.020710387334851914,0.0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
67,Jeremy Horn,Eugene Jackson,2000-09-22,MIDDLEWEIGHT,False,Submission,272,1,0,0,0.33,0.22,0.5,0.0,1,0,0,0,215,0,23,29,11,18,1,2,0,0,0,1,1,7,2,2,1,2,0,3,0,0,0,3,0,7,0,0,1,1,2,3,1,1,0,0.11000000000000001,0.3333333333333333,1,0,215,9.666666666666666,18.0,0.06666666666666667,0.0,False,False,85.0,14.0,5.0,0.0,2.0,0.0,3,3,0.2596862022956631,0.02798813908771422,3,0,1,2,3,0,0,0,0,0,0,2,0,0
66,Pedro Rizzo,Dan Severn,2000-09-22,HEAVYWEIGHT,False,KO/TKO,93,1,1,0,0.28,0.0,0.0,0.0,0,0,0,0,11,0,2,7,1,4,0,0,0,1,0,5,0,3,0,0,0,0,2,2,0,0,2,6,0,3,0,0,0,0,0,1,0,0,1,0.28,0.0,0,0,11,7.0,2.0,0.0,0.2,False,False,8.0,1.0,0.0,70.0,12.0,7.0,4,0,0.23027298266641527,0.0,0,0,3,0,0,0,1,0,0,1,0,0,1,0
69,Yuki Kondo,Alexandre Dantas,2000-09-22,MIDDLEWEIGHT,False,KO/TKO,148,3,1,0,0.61,0.32,0.0,0.25,0,0,2,1,258,387,61,85,24,55,0,0,2,8,28,46,14,42,5,8,0,1,0,0,0,0,9,17,1,5,5,6,0,0,19,31,13,38,1,0.29,-0.2222222222222222,0,1,-129,85.0,6.111111111111111,0.0,0.14285714285714285,False,False,64.0,38.0,9.0,3.0,0.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
70,Ian Freeman,Tedd Williams,2000-09-22,HEAVYWEIGHT,False,Decision - Unanimous,300,3,0,0,0.49,0.86,0.0,0.1,0,0,0,0,356,436,55,86,46,50,0,0,1,10,29,60,9,12,1,1,16,17,0,0,0,0,1,8,2,3,4,5,1,1,25,48,22,25,0,-0.37,-0.09090909090909091,0,0,-80,86.0,4.545454545454546,0.0,0.19607843137254902,False,False,11.0,5.0,1.0,,,,2,1,0.02723363949419134,0.025249703418879624,1,1,1,1,0,0,1,0,0,0,1,0,0,1
72,Fabiano Iha,Laverne Clark,2000-09-22,WELTERWEIGHT,False,Submission,70,1,0,0,0.33,0.5,1.0,0.0,2,0,0,0,7,24,1,3,1,2,1,1,0,0,0,0,1,2,0,1,0,0,1,2,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,-0.16999999999999998,0.5,2,0,-17,1.5,2.0,0.25,0.0,False,False,9.0,1.0,0.0,,,,2,3,0.0,0.15797632203848996,0,3,0,2,1,0,0,1,1,0,0,1,1,0
71,Jeff Monson,Tim Lajcik,2000-09-22,HEAVYWEIGHT,False,Decision - Unanimous,300,2,0,0,0.5,0.35,0.25,0.0,0,0,0,0,423,97,122,160,40,54,1,4,0,1,20,49,5,14,10,12,0,0,1,1,0,0,0,3,1,6,3,6,0,1,28,53,4,7,0,0.15000000000000002,0.2,0,0,326,32.0,27.0,0.024844720496894408,0.01818181818181818,False,False,20.0,2.0,0.0,,,,0,2,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
79,Ben Earwood,Chris Lytle,2000-11-17,WELTERWEIGHT,False,Decision - Unanimous,300,2,0,0,0.55,0.66,1.0,0.0,0,1,0,0,587,0,64,71,29,31,2,2,0,0,5,9,0,1,0,0,2,2,0,0,0,0,1,1,2,3,0,0,0,0,4,8,0,0,0,-0.10999999999999999,0.6666666666666666,-1,0,587,23.666666666666668,31.0,0.027777777777777776,0.0,False,False,12.0,3.0,0.0,31.0,8.0,4.0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
78,Randy Couture,Kevin Randleman,2000-11-17,HEAVYWEIGHT,False,KO/TKO,253,3,0,0,0.68,0.78,1.0,1.0,1,1,0,0,177,531,71,85,47,51,1,1,2,2,17,29,8,12,8,9,6,6,3,3,1,1,0,5,3,7,14,16,6,6,14,20,6,6,0,-0.09999999999999998,-0.16666666666666663,0,0,-354,42.5,17.0,0.011627906976744186,0.038461538461538464,True,False,7.0,3.0,0.0,9.0,3.0,0.0,0,4,0.0,0.4644995402845437,0,2,1,0,0,0,0,3,0,1,0,0,0,1
77,Renato Sobral,Maurice Smith,2000-11-17,HEAVYWEIGHT,False,Decision - Majority,300,3,0,0,0.41,0.41,0.8,0.0,2,0,0,0,708,0,68,89,60,67,4,5,0,0,4,13,0,7,1,1,1,1,2,3,4,4,4,12,5,12,0,0,0,0,3,5,0,0,0,0.0,0.6666666666666666,2,0,708,14.833333333333334,67.0,0.05555555555555555,0.0,False,False,21.0,3.0,0.0,14.0,16.0,0.0,0,3,0.0,0.0756257328664596,0,2,0,1,0,0,1,1,0,0,0,0,0,2
75,Andrei Arlovski,Aaron Brink,2000-11-17,HEAVYWEIGHT,False,Submission,55,1,0,0,0.5,0.0,1.0,0.0,2,0,0,0,13,4,2,4,0,5,1,1,0,1,1,3,0,5,0,0,0,0,1,1,0,0,2,2,0,3,0,2,0,2,0,0,0,0,0,0.5,0.5,2,0,9,2.0,2.5,0.2,0.16666666666666666,False,False,11.0,5.0,0.0,8.0,2.0,0.0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
74,Jens Pulver,John Lewis,2000-11-17,LIGHTWEIGHT,False,KO/TKO,15,1,1,0,0.33,0.0,0.0,0.0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0.33,0.0,0,0,0,3.0,1.0,0.0,0.0,False,False,18.0,11.0,1.0,3.0,3.0,3.0,3,1,0.11406289612333595,0.021954589747105648,2,1,2,1,0,0,1,0,0,1,0,0,1,0
73,Mark Hughes,Alex Stiebling,2000-11-17,MIDDLEWEIGHT,False,Decision - Unanimous,300,2,0,0,0.47,0.57,0.5,0.0,3,1,0,0,564,0,68,78,38,42,2,4,0,0,7,17,3,5,2,2,1,2,0,0,0,0,0,1,0,2,1,1,1,2,8,17,3,3,0,-0.09999999999999998,0.4,2,0,564,15.6,42.0,0.05063291139240506,0.0,False,False,5.0,2.0,0.0,,,,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
76,Josh Barnett,Gan McGee,2000-11-17,HEAVYWEIGHT,False,KO/TKO,274,2,0,0,0.7,0.47,1.0,0.4,1,0,0,0,78,442,44,55,24,35,1,1,2,5,10,17,9,20,5,5,0,0,2,2,1,1,1,4,1,2,6,7,2,2,10,13,7,17,0,0.22999999999999998,0.16666666666666669,1,0,-364,27.5,5.833333333333333,0.017857142857142856,0.1388888888888889,False,False,28.0,5.0,0.0,,,,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
83,Fabiano Iha,Daiju Takase,2000-12-16,WELTERWEIGHT,False,KO/TKO,144,1,0,0,0.66,0.0,1.0,0.0,0,0,0,0,116,0,16,20,1,3,1,1,0,0,8,12,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,12,0,0,0,0.66,0.5,0,0,116,10.0,3.0,0.047619047619047616,0.0,False,False,10.0,1.0,0.0,12.0,14.0,2.0,3,2,0.028525873612852762,0.0,1,0,1,0,1,0,0,0,1,2,0,0,1,1
80,Tito Ortiz,Yuki Kondo,2000-12-16,LIGHTHEAVYWEIGHT,False,Submission,112,1,0,1,0.72,0.5,1.0,0.0,2,0,0,0,95,1,31,40,2,4,2,2,0,0,16,22,1,2,0,0,1,2,0,0,0,0,0,1,2,4,0,0,0,0,16,21,0,0,-1,0.21999999999999997,0.6666666666666666,2,0,94,13.333333333333334,4.0,0.04878048780487805,0.0,True,False,9.0,3.0,1.0,65.0,38.0,9.0,4,1,0.30344296413332983,0.029714451680054963,1,1,2,1,1,0,1,0,1,0,0,1,0,0
81,Pat Miletich,Kenichi Yamamoto,2000-12-16,WELTERWEIGHT,False,Submission,118,2,0,0,0.57,0.42,1.0,0.0,2,0,0,0,264,1,31,43,3,7,3,3,0,4,15,25,0,3,0,0,2,2,1,3,1,2,5,15,2,6,1,1,1,1,10,12,0,0,0,0.14999999999999997,0.75,2,0,263,10.75,1.4,0.06818181818181818,0.5,True,False,25.0,3.0,2.0,5.0,16.0,2.0,3,2,0.7552520284282007,0.14122262545211775,3,2,1,0,2,1,1,1,0,0,0,1,0,0
84,Evan Tanner,Lance Gibson,2000-12-16,MIDDLEWEIGHT,False,KO/TKO,298,1,0,0,0.8,0.75,1.0,0.0,0,0,0,0,251,0,47,55,18,21,1,1,0,0,19,26,6,8,11,12,0,0,2,2,0,0,2,2,1,1,5,7,4,5,25,31,1,2,0,0.050000000000000044,0.5,0,0,251,27.5,21.0,0.017857142857142856,0.0,False,False,25.0,2.0,0.0,,,,2,1,0.11773518661663912,0.025249703418879624,2,1,2,1,1,0,0,0,0,1,0,0,0,0
85,Matt Lindland,Yoji Anjo,2000-12-16,MIDDLEWEIGHT,False,KO/TKO,178,1,0,0,0.65,0.0,0.0,0.0,0,0,0,0,126,12,39,52,0,1,0,0,0,1,17,26,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,16,23,0,0,0,0.65,0.0,0,0,114,52.0,0.5,0.0,0.5,False,False,6.0,0.0,0.0,0.0,4.0,1.0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
86,Chuck Liddell,Jeff Monson,2000-12-16,MIDDLEWEIGHT,False,Decision - Unanimous,300,3,0,0,0.54,0.3,0.0,0.05,0,0,0,0,99,63,45,80,18,32,0,0,1,17,18,48,5,19,5,5,1,1,19,24,0,0,31,62,4,16,5,9,2,4,6,6,0,0,0,0.24000000000000005,-0.05555555555555555,0,0,36,80.0,1.7777777777777777,0.0,0.5151515151515151,False,False,7.0,2.0,0.0,21.0,2.0,0.0,2,1,0.015807304617916067,0.017828671008032978,1,1,1,0,0,0,1,1,0,0,1,0,0,1
82,Dennis Hallman,Matt Hughes,2000-12-16,WELTERWEIGHT,False,Submission,20,1,0,0,0.0,1.0,0.0,1.0,1,0,0,0,0,11,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1.0,-0.5,1,0,-11,0.0,0.5,0.0,0.5,False,False,62.0,9.0,2.0,30.0,2.0,0.0,0,2,0.0,0.1197659109874277,0,2,0,1,1,0,0,1,0,0,0,1,0,0
